"_id","_labels","city","id","name","screen_name","sex","_start","_end","_type"
"666",":Group","","151878956","Повёрнутые на войне","voenacher","",,,
"667",":Group","","153273395","Высшая математика – просто и доступно!","mathprofiru","",,,
"668",":Group","","171262993","Тьюторы ТюмГУ","tutor.utmn","",,,
"669",":Group","","186639922","Академия профессионального развития","cdo_utmn","",,,
"670",":Group","","187702092","Chainsaw Man | Человек-Бензопила | チェンソーマン","chainsawman_page","",,,
"671",":Group","","213839636","Цифровая кафедра ТюмГУ","club213839636","",,,
"672",":Group","","218460451","ChatGPT","chatgpt","",,,
"673",":User","","343917182","Таня Емелюкова","matyashova19","1",,,
"674",":Group","","141873443","МБУДО «ДЮСШ №1 им. А.А. Семёнова» города Кургана","acrosportkurgan","",,,
"675",":User","","587261510","Карина Николаенко","karina673","1",,,
"676",":User","","440699390","Никита Васильев","id440699390","2",,,
"677",":User","","673186731","Особо Опасин","id673186731","2",,,
"678",":User","Слоним","551986215","Artem Vlasik","artemvlasik2","2",,,
"679",":User","","829625164","Наталья Мустаева","id829625164","1",,,
"680",":User","","535898794","Алексей Орлов","alexey.orlov5","2",,,
"681",":User","Курган","812176083","Любовь Кошкина","boxeswithlove","1",,,
"682",":User","","513447998","Кристина Прохорова","id513447998","1",,,
"683",":User","","411331930","Настя Догадаева","nd92007","1",,,
"684",":User","Курган","354124588","Высота Батутный-Парк","id354124588","2",,,
"685",":User","","541432696","Артём Шатохин","id541432696","2",,,
"686",":User","","591376473","Косарева Анастасия","id591376473","1",,,
"687",":User","","601781551","Даша' Амурская","amurskaya333","1",,,
"688",":User","","615236292","Ольга Зимарева","zimareva2212","1",,,
"689",":User","","590387988","Vera-Alexejevna Kurbatova","veraalexejevna","1",,,
"690",":User","","342262947","Анастасия Маникюр-Тюмень","instkl_nails","1",,,
"691",":User","","545439709","Даня Майер","id545439709","2",,,
"692",":User","Курган","581174635","Женя Баженов","ebazhenov5","2",,,
"693",":User","","373907079","Илья Булыгин","id373907079","2",,,
"694",":User","Курган","579819738","Антон Недокушев","id579819738","2",,,
"695",":User","Tokyo","550607053","Bog Og","id550607053","2",,,
"696",":User","","475204059","Ольга Юрченко","hazeiii","1",,,
"697",":User","","681815329","Сергей Вандышев","vanserghey","2",,,
"698",":User","Курган","79025436","Ирина Маникюр Курган","irina_nails45","1",,,
"699",":User","","307872321","Ярослав Ерёмин","yaroslav_eremin","2",,,
"700",":User","","553722359","Василий Николаевич","vasily.nikolaevich85","2",,,
"701",":User","","586177773","Егор Енин","id586177773","2",,,
"702",":User","Курган","440627382","Twinklee Kardin","twinklee_e","2",,,
"703",":User","","586725883","Mega Slime","id586725883","1",,,
"704",":User","Санкт-Петербург","583342195","Елизавета Соколова","id583342195","1",,,
"705",":User","","656128091","Ольга Степанова","id656128091","1",,,
"706",":User","","423025810","Катя Адушкина","katya_adushkina2","1",,,
"707",":User","Уругвай","295922902","Ирик Нуров","inurov7","2",,,
"708",":User","","552785396","Дима Масленников","id552785396","1",,,
"709",":User","","720852426","Просто Раикано","id720852426","2",,,
"710",":User","","564596665","Миша Петров","id564596665","2",,,
"711",":User","","421400912","Яна Вершинина","id421400912","1",,,
"712",":User","","533574770","Яна Лагунова","id533574770","1",,,
"713",":User","","591264865","Виктория Абрамова","id591264865","1",,,
"714",":User","","541006411","Никита Левинский","r00007","2",,,
"715",":User","","477762447","Светлана Ноготкова","id477762447","1",,,
"716",":User","","228157003","Роман Вольфган","sheleutskiy","2",,,
"717",":User","","488961279","Вероника Костицына","id488961279","1",,,
"718",":User","","657458435","纳什塔 库尔甘斯基","hedgehog_2_0_2_4","2",,,
"719",":User","","542080905","Поля Богданова","id542080905","1",,,
"720",":User","","448437756","Виктория Курганская","id448437756","1",,,
"721",":User","","357984764","Вика Гляделова","slysaetkpop","1",,,
"722",":User","","652989101","Простой Пацан","id652989101","2",,,
"723",":User","","610103842","Саша Комиссаров","m3phedron","2",,,
"724",":User","","441071907","Настасья Веливченко","id441071907","1",,,
"725",":User","","559425653","Катя Гвоздина","id559425653","1",,,
"726",":User","","395976075","Ирина Денисенко","lren71di","1",,,
"727",":User","","25551766","","","",,,
"728",":User","","559584311","","","",,,
"729",":User","","685757734","","","",,,
"730",":User","","682143318","","","",,,
"731",":User","","643653082","","","",,,
"732",":User","","153960379","","","",,,
"733",":User","","401513434","","","",,,
"734",":User","","512820230","","","",,,
"735",":User","","411757880","","","",,,
"736",":User","","520193571","","","",,,
"737",":User","","634981601","","","",,,
"738",":User","","849352700","","","",,,
"739",":User","","167242384","","","",,,
"740",":User","","566811399","","","",,,
"741",":User","","581153680","","","",,,
"742",":User","","585285698","","","",,,
"743",":User","","680225143","","","",,,
"744",":User","","777431563","","","",,,
"745",":User","","395623915","","","",,,
"746",":User","","637517906","","","",,,
"747",":User","","669721645","","","",,,
"748",":User","","484014337","","","",,,
"749",":User","","663693776","","","",,,
"750",":User","","594495797","","","",,,
"751",":User","","564637100","","","",,,
"752",":User","","22604324","","","",,,
"753",":User","","516993502","","","",,,
"754",":User","","549171423","","","",,,
"755",":User","","261277288","","","",,,
"756",":User","","633413675","","","",,,
"757",":User","","517826172","","","",,,
"758",":User","","468490602","","","",,,
"759",":User","","532288011","","","",,,
"760",":User","","684282568","","","",,,
"761",":User","","256678154","","","",,,
"762",":User","","546518857","","","",,,
"763",":User","","707445028","","","",,,
"764",":User","","442428823","","","",,,
"765",":User","","859017026","","","",,,
"766",":User","","632561426","","","",,,
"767",":User","","511112544","","","",,,
"768",":User","","809109630","","","",,,
"769",":User","","438422159","","","",,,
"770",":User","","270495227","","","",,,
"771",":User","","502071615","","","",,,
"772",":User","","285120661","","","",,,
"773",":User","","762062239","","","",,,
"774",":User","","186703649","","","",,,
"775",":Group","","157462302","ГБПОУ «Курганский промышленный техникум»","kpt45","",,,
"776",":Group","","56524793","Найди меня | Курган","kurgan.search","",,,
"777",":Group","","106351883","Инцидент | Курган","inckrgn","",,,
"778",":Group","","150591966","не пора ли нам встречаться","nplnv","",,,
"779",":Group","","204743050","OPIUM","opiumkurgan","",,,
"780",":Group","","149472484","E N J O Y","preligion","",,,
"781",":Group","","192675803","Курганская генерирующая компания | ПАО КГК","kgk_kurgan","",,,
"782",":Group","","33863926","ЧП Курган","chp45","",,,
"783",":Group","","163807003","Находки c Wildberries | WB OZON","wbpublic","",,,
"784",":Group","","47533170","Курган","kurgan_life","",,,
"785",":Group","","188170365","Ищу модель Курган","modeli45","",,,
"786",":Group","","126216930","Евпатория - ТЫ","evpatoria_tv","",,,
"787",":Group","","137360193","пашем как проклятые","bashproklatie","",,,
"788",":Group","","174862538","кыр сосичка","a_hahahah","",,,
"789",":Group","","125770269","Лайфхакерша","lifehack_girl","",,,
"790",":Group","","68784978","МОДНАЯ Беседка","fashion4chicks","",,,
"791",":Group","","46596422","КМД | Королевство Милых Дам","kamde","",,,
"792",":Group","","126172107","Зря? Не знаю!","club126172107","",,,
"793",":Group","","205544335","АО Водный Союз","kwater45","",,,
"794",":Group","","124828314","На Хайпе","hype_oon","",,,
"795",":Group","","105609165","Анонимный чат | Знакомства","about_bot","",,,
"796",":Group","","173506368","Сочный Курган","beatychild","",,,
"797",":Group","","165492246","Дом, где Челябинск | Новости","inburgchel","",,,
"798",":Group","","217128264","Тату Курган пирсинг | Алексей Боголюбов","kurgan_tattoo","",,,
"799",":Group","","125078468","любовь как кислород","emmti","",,,
"800",":Group","","33682639","ТИПИЧНЫЙ КУРГАН","kurgan","",,,
"801",":Group","","198099516","Девочки и секреты","bb_blooggyc","",,,
"802",":Group","","218438126","Karina Arakelyan | Карина Аракелян","arakelyankarino4ka","",,,
"803",":Group","","41554252","Домашние рецепты","cooking_time","",,,
"804",":Group","","114209204","О, Курган","o_kgn","",,,
"805",":Group","","43696984","V Λ C U U M","tumblr_vacuum","",,,
"806",":Group","","164575903","ТОПОВАЯ ДЕВОЧКА","top.devo4ka","",,,
"807",":Group","","203582970","Рабство 2.0","slaves_app","",,,
"808",":Group","","156846118","Космос во мне","club156846118","",,,
"809",":Group","","146355998","Леонардо | Знакомства бот","tvoianonbot","",,,
"810",":Group","","190868114","девочки и обои","wllpprgirl","",,,
"811",":Group","","206610693","Эскизы тату","eskizitatuh","",,,
"812",":Group","","158413769","d o p e","dopesave","",,,
"813",":Group","","113766658","sketch books","skmagazine","",,,
"814",":Group","","203071162","Добряк","travellerdobr","",,,
"815",":Group","","95656776","ЧП и ДТП | Чрезвычайное происшествие | ПЕРМЬ","cp_perm","",,,
"816",":Group","","139740824","Бот Лена","bot_lena","",,,
"817",":Group","","174414162","- ̗ ̀ ногти маникюр  ̖ ́- | WILDBERRIES | Бьюти","cho.p.maniku","",,,
"818",":Group","","159976168","эскизы","moieskizy","",,,
"819",":Group","","40586683","Тренерский Блог","blogtreneraa","",,,
"820",":Group","","166634470","Шаурмастер Team | Курган","shaurmakgn","",,,
"821",":Group","","190548905","PYTN","tiktok_payton","",,,
"822",":Group","","24099488","О блин! - Где блин? - Вон блин!","comics_troll_face","",,,
"823",":Group","","168034531","ЗНАТОК","znatox","",,,
"824",":Group","","155714985","Белисимо | Курган: Суши Роллы Пицца WOK Доставка","belisimo45","",,,
"825",":Group","","189257145","ЕВПАТОРИЯ ЧП | EVPA CHP","evpa_chp","",,,
"826",":Group","","124607541","Чумляк | Комплекс отдыха и развития","chumlyak45","",,,
"827",":Group","","178937462","аутенти́чно","auth_ltd","",,,
"828",":Group","","97929085","Анонимный Чат - Бот Знакомства","chatik_botvk","",,,
"829",":Group","","165176398","шестнадцать плюс","belovme105","",,,
"830",":Group","","220091254","Wood Mood","wooodmoood","",,,
"831",":Group","","122358704","Сочный возраст","sochnyee69","",,,
"832",":Group","","62512467","Лео Дайвинчи","botoboi_1","",,,
"833",":Group","","21196992","Милости Пряности","milpryan","",,,
"834",":Group","","177451963","МБОУ ""ЦО""","club177451963","",,,
"835",":Group","","218469360","BERSERK |  Тату & Пирсинг | Курган","berserk.studio","",,,
"836",":Group","","125574377","Знакомства Курган","find_you_love","",,,
"837",":Group","","199977120","My Wildberries | Находки","top_mywb","",,,
"838",":Group","","46677075","Продаю | Курган","kurgan.free2","",,,
"839",":Group","","127717435","Птица цвета киновари","kinovari","",,,
"840",":Group","","197815110","Доставка роллов и пиццы | Оригами | г. Курган","origami_sushi_45","",,,
"841",":Group","","119011075","Лун Ван | Курган: Суши Роллы Пицца Wok Доставка","lunvan45","",,,
"842",":Group","","173126618","Добрый котик","good_cat_official","",,,
"843",":Group","","30316056","WebM 2.0","webm","",,,
"844",":Group","","163331954","Модные Находки с WB Wildberries Вайлдберриз","wb_dzen","",,,
"845",":Group","","185434480","Русская сущность.","club185434480","",,,
"846",":Group","","221991717","BlackBread","blackbreadrus","",,,
"847",":Group","","182875281","astro geeks | гороскоп","astrogks","",,,
"848",":Group","","96371941","Топовые сохры ム","topsohr111","",,,
"849",":Group","","193695491","каришка пишет","konchennnnnnnaya","",,,
"850",":Group","","187344871","ГВПЦ ""Звезда"" | Курган","gvptszvezda45","",,,
"851",":Group","","182565493","Ветеринарный кабинет Фокс ! ул. Пушкина, 65","club182565493","",,,
"852",":Group","","90937359","Oh, yes","oh_oh_yes","",,,
"853",":Group","","128480815","K4M | Качай меня","ka4forme","",,,
"854",":Group","","46535426","Приколы Гиф Гифки GIF","mdk_4ch_4chan","",,,
"855",":Group","","147222781","Трудные подростки, Подростки в космосе","trydnyepodrostki","",,,
"856",":Group","","45441631","ПРИКОЛЫ | Смеяка","smeyaka","",,,
"857",":Group","","223226065","Фотограф Дарья Колчина | Курган","club223226065","",,,
"858",":Group","","213803429","Суши Даром | Курган","sushidarom.kurgan","",,,
"859",":Group","","166565888","АЛКОЛЮБОВЬ","alko__love","",,,
"860",":Group","","175053128","ВК, за что?","zachtovk","",,,
"861",":Group","","167630585","МАНИКЮР_КУРГАН","vika_s_nail","",,,
"862",":Group","","177933740","Bafomet","bafomet_astarotovich","",,,
"863",":Group","","166510852","ТАТУ & ТАТУИРОВКИ & ЭСКИЗЫ","eskizitatu","",,,
"864",":Group","","145643494","Тебе на переговоры","peregovory","",,,
"865",":Group","","46509740","Маникюр 2024 | Дизайн ногтей","modnailru","",,,
"866",":Group","","203022486","Дратути)","club203022486","",,,
"867",":Group","","191738545","пикчи для котиков","lovkiti","",,,
"868",":Group","","211358311","Ногти Курган","club211358311","",,,
"869",":Group","","69351304","Курган","region__45","",,,
"870",":Group","","75432056","Макс Брандт. Ведущий Фуд-блогер","maxbrandtpublic","",,,
"871",":Group","","172037275","Молодёжь Кургана","mldz_kgn","",,,
"872",":Group","","135556314","Школьная жизнь ツ","schooolst","",,,
"873",":Group","","177578354","Tik-Tok жиза","nenormtiktok","",,,
"874",":Group","","191794973","любовь под градусом","love_p_g","",,,
"875",":Group","","128696771","как в книге написано","club128696771","",,,
"876",":Group","","45112200","Мемократия","memocracy_official","",,,
"877",":Group","","67351194","Юлик","juliusspeak","",,,
"878",":Group","","152433920","ОБОИ","bot_oboi_text","",,,
"879",":Group","","214323094","Rarri Store","rarri.store","",,,
"880",":Group","","178600852","Твой космос","tvoi_kocmos00","",,,
"881",":Group","","69966880","Волонтеры-медики","volmedic","",,,
"882",":Group","","135209264","Бот Максим","bot_maxim","",,,
"883",":Group","","186634371","МОИ РЕЦЕПТЫ","retseptymy","",,,
"884",":Group","","215942064","МИШКА ТЕДДИ|ПОЗДРАВЛЕНИЯ|КУРГАН","super.m1shk1","",,,
"885",":Group","","179120283","great depression","club179120283","",,,
"886",":Group","","187895734","Искусство любви","impulse_me","",,,
"887",":Group","","175687760","винкс мемес","malchikitupye","",,,
"888",":Group","","156113170","Следы любви","sledy_lyubvi","",,,
"889",":Group","","170554107","топовый маник","topovyj_manik","",,,
"890",":Group","","156527727","Курган | курганские.ру","kurganskie_ru","",,,
"891",":Group","","132394764","Стена Удачи| Конкурс| Розыгрыш| Деньги за Репост","stenaudachi","",,,
"892",":Group","","159028069","Находки Wildberries | WB","wblovee","",,,
"893",":Group","","155323412","Мой стиль","moystyle","",,,
"894",":Group","","98356028","Курgunские рофлы","kurganrofl","",,,
"895",":Group","","132223182","zажиgалка","zazhigalka16","",,,
"896",":Group","","95387835","поколение двухтысячных","amrsnss","",,,
"897",":Group","","145742422","Экстра Приколы ٩(͡๏̯͡๏)۶","lprikolil","",,,
"898",":Group","","174748239","На юморке","na_yumorke","",,,
"899",":Group","","146812438","Идеально","stoprofoto","",,,
"900",":Group","","177776159","Френдзона","fz_96","",,,
"901",":Group","","131206300","водка вино","vodkavine","",,,
"902",":Group","","187401979","что-то о косметике","aboutmake","",,,
"903",":Group","","5683004","Центр танца ""Парадокс"" Тюмень / Курган","paradox_45","",,,
"904",":Group","","181312605","по течению грусти","publik78787","",,,
"905",":Group","","185724270","Твой успех — твой выбор","tvoi_uspeh_tvoi_vibor","",,,
"906",":Group","","186855341","Beauty  every day","krasotastrashnayasi","",,,
"907",":Group","","212681098","SHZKOLA30","shzkola30","",,,
"908",":Group","","187991849","Студия аэродизайна ""Все для праздника"" | Курган","45prazdnik","",,,
"909",":Group","","193042505","Sale wildberries скидки wb","dress_montana","",,,
"910",":Group","","198212058","Ор выше гор","orvergor","",,,
"911",":Group","","35701938","Языковая школа Шанс, г. Курган","chance_45","",,,
"912",":Group","","39354076","Инцидент | ЧП | ДТП | Челябинск | Новости","pozitiv__world","",,,
"913",":Group","","179997490","Чёртов гений","damngenius","",,,
"914",":Group","","190797855","Вышел покурить.","pokyrit_1","",,,
"915",":Group","","147720339","Арт Бот","artibot","",,,
"916",":Group","","149889587","depressed eyes","club149889587","",,,
"917",":Group","","164624282","merch market","thmrch","",,,
"918",":Group","","165160708","Дневник рофлов","club165160708","",,,
"919",":Group","","215265752","VK NFT HUB","nft","",,,
"920",":Group","","126100310","Маникюр | Ногти | Педикюр | 2024","women.nails","",,,
"921",":Group","","179441955","чисто для себя","4isto.dly.sebya","",,,
"922",":Group","","183247649","эскизы","tattoo_scetch","",,,
"923",":Group","","16337851","CandyСoff Доставка пончиков Чебоксары 211 - 112","candycoff21","",,,
"924",":Group","","16775977","Телеканал ПЯТНИЦА!","friday_ru","",,,
"925",":Group","","18464856","Лучшие рецепты Повара","vpovare","",,,
"926",":Group","","20039828","ТВОЕ","tvoe_official","",,,
"927",":Group","","22822305","ВКонтакте","vk","",,,
"928",":Group","","23830580","НГ","un_horoscope","",,,
"929",":Group","","28038996","Laser B.","laserb","",,,
"930",":Group","","28901219","in my life","zdoroveinmylife","",,,
"931",":Group","","30113781","к тебе хочу. очень","very.much","",,,
"932",":Group","","31240539","Знаки зодиака и Совместимость","znaki_zodiaka_2023","",,,
"933",":Group","","31457299","SFAP","anabolism_machine","",,,
"934",":Group","","33437162","Суровый Юмор ..[Чёткие приколы]..","club33437162","",,,
"935",":Group","","35197781","Философия Радости и Грусти","not.return","",,,
"936",":Group","","35493504","KURGAN.RU Новости Кургана","kurganru","",,,
"937",":Group","","36307678","Собеседник на час","lovesama","",,,
"938",":Group","","36941068","AliExpress","aliexpress","",,,
"939",":Group","","37875518","Educational Meal","educationalmeal","",,,
"940",":Group","","38641003","Пальмира - отличный парфюмерный магазин","palmira45","",,,
"941",":Group","","41760411","Геймеры | Игры, Косплей, gif и юмор","f_igri","",,,
"942",":Group","","41775217","Фильмы 18+","kinoshka_4k","",,,
"943",":Group","","42878690","Aliexpress Best.","public.phpdiadiatema","",,,
"944",":Group","","43776215","Я тебя хочу","iwantyou","",,,
"945",":Group","","46189160","Музыка из Tik Tok","tiktokmusic123","",,,
"946",":Group","","47610608","Мода","moda","",,,
"947",":Group","","55301144","Изолента","lenta.giper","",,,
"948",":Group","","56106344","Палата №6","pn6","",,,
"949",":Group","","62238027","Померанский шпиц. Щенки на продажу.","club62238027","",,,
"950",":Group","","64125843","Няшки | Курган","nyashki_kurgan","",,,
"951",":Group","","64131250","Видеоблогер Elli Di. Канал YouTube Элли Ди","ellidi_youtube","",,,
"952",":Group","","64714717","Кстати | Курган","kurgan.free","",,,
"953",":Group","","64754470","Обои","botoboi_2","",,,
"954",":Group","","69212775","LOGOS","club69212775","",,,
"955",":Group","","71632941","ЯнГо","yan_go","",,,
"956",":Group","","73882058","та самая песня","song_18","",,,
"957",":Group","","77573524","Candy Donuts Доставка пончиков Волгоград 507-177","candydonutsvlg","",,,
"958",":Group","","79222535","Дух волка","skrusskiysever","",,,
"959",":Group","","79349766","Квесты и праздники • Курган","mysterygogol","",,,
"960",":Group","","83815413","Необычный гороскоп","unhoroscope","",,,
"961",":Group","","92879038","йḕ","eyememes","",,,
"962",":Group","","93330757","Карамель","caramel6","",,,
"963",":Group","","93591335","Куба. Music Bar","cubaviva45","",,,
"964",":Group","","94350507","Гамаюн. Сервис рассылок сообщений | SMM","gmunpro","",,,
"965",":Group","","96514311","Мемы","club96514311","",,,
"966",":Group","","98990412","Рисунки","club98990412","",,,
"967",":Group","","104698133","ValeraBerd","valeraberd_official","",,,
"968",":Group","","106859421","ZOZI ПОДКАСТ","igorzozi","",,,
"969",":Group","","119347887","Барахолка Apple Курган. Объявления.","club119347887","",,,
"970",":Group","","120126172","малая, я скучаю...","love_800k","",,,
"971",":Group","","122088089","HARD PLAY TEAM","hp_legion","",,,
"972",":Group","","122552118","Полезная Азия","blackpng","",,,
"973",":Group","","123742165","Маникюр, ногти","vk_nail","",,,
"974",":Group","","124356825","Типичный Магнитогорск","typical.magnitogorsk","",,,
"975",":Group","","126165181","Я ангелом быть не обещала..","nashintlv","",,,
"976",":Group","","128648717","Факты о родившихся 18 марта","club128648717","",,,
"977",":Group","","128730587","так вышло. что","club128730587","",,,
"978",":Group","","136445471","ʜᴀʀᴅwᴀʀ","hardwar1","",,,
"979",":Group","","137963344","Несчастный художник | Эскизы тату","unhappyart","",,,
"980",":Group","","138507920","Рынок Садовод","rynok_sadovod_1","",,,
"981",":Group","","139533130","Истории и маски ВКонтакте","vkstories","",,,
"982",":Group","","140692000","in my life","life_ltd","",,,
"983",":Group","","144181254","GIRL MEMES","girlmeme","",,,
"984",":Group","","144468374","Бесплатные конкурсы, розыгрыши призов","club144468374","",,,
"985",":Group","","144542965","Приколы Дня","prik_dn","",,,
"986",":Group","","149229296","PoNciCk Yum","club149229296","",,,
"987",":Group","","150451439","SHTUKI | Штуки | SIBMAGIC | Ночники, светильники","shtuki_shop","",,,
"988",":Group","","152109804","Цитатная тетрадь","citata_tetrad1","",,,
"989",":Group","","155106559","это могли быть мы","etomogli","",,,
"990",":Group","","156197485","Бог фотошопа","bog_memes","",,,
"991",":Group","","156847489","Я вижу стены так","iseethewalls","",,,
"992",":Group","","156872796","маленькие блокноты","club156872796","",,,
"993",":Group","","158058455","Юмор","club158058455","",,,
"994",":Group","","158330367","Добрый Фанат","dobriifanat","",,,
"995",":Group","","158631894","Халтура Курган | Работа","nehaltura_kurgan","",,,
"996",":Group","","166948584","бот бандит","botbandit","",,,
"997",":Group","","181997824","мама, он мой парень","rssad","",,,
"998",":Group","","160812228","Музыка нас связала","greatestmus","",,,
"999",":Group","","163103759","Прятки Онлайн","hideonline.mobile","",,,
"1000",":Group","","163253397","Sawtelle | Идеи для маникюра","sawtelle","",,,
"1001",":Group","","163586532","Проект «Анти АУЕ*»","stopaye","",,,
"1002",":Group","","164755674","ЯЖЕХУДЕЮ","club164755674","",,,
"1003",":Group","","164919759","Голосовые в текст - бот","vkvoicebot","",,,
"1004",":Group","","165231388","HELP BMX","bmxhelp","",,,
"1005",":Group","","165659720","ATOMY- Корейская косметика и бизнес.","club165659720","",,,
"1006",":Group","","166517957","КРИНЖ.","cringe.memes","",,,
"1007",":Group","","166850908","Аккаунт VK ID","vk_id","",,,
"1008",":Group","","166994977","auroraborealis","auroraborealislove","",,,
"1009",":Group","","167517148","🧁Sweet Slimes/Курган","club167517148","",,,
"1010",":Group","","169465224","Бесплатный | Деньги за репост","prizwinner","",,,
"1011",":Group","","170740813","Румынское гражданство с подачей в РФ","club170740813","",,,
"1012",":Group","","171206317","Дарим каждый день","club171206317","",,,
"1013",":Group","","171290323","Eternity | Rap News","rapfamily","",,,
"1014",":Group","","173138936","FUNNY MEMES | ВИДЕО","funnymemsss","",,,
"1015",":Group","","173719487","Доставка роллов ЖИШИ суши | Курган","jishi_kurgan","",,,
"1016",":Group","","173929245","Слышь, малая, я скучаю...","heysmiss","",,,
"1017",":Group","","174141270","если тебе будет грустно","zvukts","",,,
"1018",":Group","","174163184","DAVA","dava","",,,
"1019",":Group","","174226121","Твои сохраненки","otbit_fanat","",,,
"1020",":Group","","174332322","Слаймы","club174332322","",,,
"1021",":Group","","175041487","Девочка из ада","devochkaada1","",,,
"1022",":Group","","175041793","Орлы и Орлицы Кургана","orelkurgan","",,,
"1023",":Group","","175302934","BLACK","black7group","",,,
"1024",":Group","","175417112","засосы","club175417112","",,,
"1025",":Group","","176182063","Домашние животные","club176182063","",,,
